Zone,Channel Name,Bandwidth,Power,RX Freq,TX Freq,CTCSS Decode,CTCSS Encode,TX Prohibit
GMRS ID RPTR,PR 650,25K,High,462.6500,467.6500,141.3,141.3,Off
GMRS ID RPTR,Peck Party Line 625,25K,High,462.6250,467.6250,141.3,141.3,Off
GMRS ID RPTR,Post Falls 600,25K,High,462.6000,467.6000,141.3,141.3,Off
GMRS ID RPTR,Rockhamptons II,25K,High,462.7000,467.7000,136.5,136.5,Off
GMRS ID RPTR,Rust Repeater,25K,High,462.5750,467.5750,173.8,173.8,Off
GMRS ID RPTR,Seek2,25K,High,462.6000,467.6000,Off,Off,Off
GMRS ID RPTR,Soldier Creek 600,25K,High,462.6000,467.6000,77.0,77.0,Off
GMRS ID RPTR,TV675,25K,High,462.6750,467.6750,Off,Off,Off
GMRS ID RPTR,Taylor675,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS ID RPTR,Upper Valley,25K,High,462.6000,467.6000,Off,Off,Off
GMRS ID RPTR,VWREACT Boise 625,25K,High,462.6250,467.6250,Off,Off,Off
GMRS ID RPTR,WQGV202,25K,High,462.6000,467.6000,123.0,123.0,Off
GMRS ID RPTR,WRFW386 Sedgwick,25K,High,462.5750,467.5750,103.5,103.5,Off
GMRS ID RPTR,WROR578,25K,High,462.5500,467.5500,136.5,136.5,Off
GMRS ID RPTR,WRWL557,25K,High,462.7250,467.7250,103.5,103.5,Off
GMRS ID RPTR,WSBV341,25K,High,462.6000,467.6000,167.9,167.9,Off
GMRS ID RPTR,WSIC961 Groveland,25K,High,462.6500,467.6500,141.3,141.3,Off
GMRS ID RPTR,moho550,25K,High,462.5500,467.5500,136.5,136.5,Off
GMRS ID RPTR,P-BC-CSG 600 HOODOO MT,25K,High,462.5500,467.5500,Off,Off,Off
GMRS ID RPTR,P-Boise 650,25K,High,462.6500,467.6500,114.8,114.8,Off
GMRS ID RPTR,P-Hauser Lake ECS,25K,High,462.6500,467.6500,Off,Off,Off
GMRS ID RPTR,P-Hidden Springs,25K,High,462.6000,467.6000,Off,Off,Off
GMRS ID RPTR,P-Mica 725,25K,High,462.7250,467.7250,Off,Off,Off
GMRS ID RPTR,P-North Summit,25K,High,462.6750,467.6750,192.8,192.8,Off
GMRS ID RPTR,P-RG 208,25K,High,462.7250,467.7250,Off,Off,Off
GMRS ID RPTR,P-Rathdrum Prairie,25K,High,462.6500,467.6500,136.5,136.5,Off
GMRS ID RPTR,P-ReFam OT RP,25K,High,462.6000,467.6000,Off,Off,Off
GMRS ID RPTR,P-Seek1,25K,High,462.5500,467.5500,Off,Off,Off
GMRS ID RPTR,P-VAL725,25K,High,462.7250,467.7250,Off,Off,Off
GMRS ID RPTR,P-WQWJ849-600,25K,High,462.6000,467.6000,Off,Off,Off
GMRS ID RPTR,P-WRFW386 Preston,25K,High,462.6000,467.6000,103.5,103.5,Off
GMRS ID RPTR,P-five mile,25K,High,462.7250,467.7250,114.8,114.8,Off
GMRS OR RPTR,ARRG PDX,25K,High,462.5500,467.5500,100.0,100.0,Off
GMRS OR RPTR,Albany 625,25K,High,462.6250,467.6250,141.3,141.3,Off
GMRS OR RPTR,Baldy 575,25K,High,462.5750,467.5750,179.9,179.9,Off
GMRS OR RPTR,Bcev,25K,High,462.6250,467.6250,77.0,77.0,Off
GMRS OR RPTR,Board Corral Mountain,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS OR RPTR,Boardman 625,25K,High,462.6250,467.6250,141.3,88.5,Off
GMRS OR RPTR,Brightwood,25K,High,462.5500,467.5500,Off,Off,Off
GMRS OR RPTR,Brooks 600,25K,High,462.6000,467.6000,179.9,179.9,Off
GMRS OR RPTR,Brownsville/Central Valley 725,25K,High,462.7250,467.7250,127.3,127.3,Off
GMRS OR RPTR,Bunker Hill,25K,High,462.6250,467.6250,192.8,192.8,Off
GMRS OR RPTR,CH550 - Chiloquin,25K,High,462.5500,467.5500,127.3,127.3,Off
GMRS OR RPTR,COMMANDO,25K,High,462.5500,467.5500,173.8,173.8,Off
GMRS OR RPTR,CP650,25K,High,462.6500,467.6500,141.3,88.5,Off
GMRS OR RPTR,Cooper Mountain,25K,High,462.6500,467.6500,107.2,107.2,Off
GMRS OR RPTR,Crescent Butte,25K,High,462.5500,467.5500,Off,Off,Off
GMRS OR RPTR,Deschutes River Woods 600,25K,High,462.6000,467.6000,136.5,136.5,Off
GMRS OR RPTR,ELK 675 - OREGON GMRS,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS OR RPTR,EP600,25K,High,462.6000,467.6000,123.0,123.0,Off
GMRS OR RPTR,Estacada625,25K,High,462.6250,467.6250,67.0,67.0,Off
GMRS OR RPTR,FG (Fern Hill),25K,High,462.5750,467.5750,136.5,136.5,Off
GMRS OR RPTR,FM675 Ferguson Mtn,25K,High,462.6750,467.6750,127.3,127.3,Off
GMRS OR RPTR,Fat Elk,25K,High,462.7250,467.7250,141.3,141.3,Off
GMRS OR RPTR,Fern Ridge (Veneta) 675,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS OR RPTR,Gervais 550,25K,High,462.5500,467.5500,250.3,250.3,Off
GMRS OR RPTR,Goat Mountain,25K,High,462.7000,467.7000,107.2,107.2,Off
GMRS OR RPTR,Gresham PDX,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,Hopewell 650,25K,High,462.6500,467.6500,141.3,141.3,Off
GMRS OR RPTR,Huy600,25K,High,462.6000,467.6000,118.8,118.8,Off
GMRS OR RPTR,Hwy 26 near CJ's Food Mart,25K,High,462.7250,467.7250,Off,Off,Off
GMRS OR RPTR,IM650 Dead Indian Mtn.,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,IV550 - OREGON GMRS,25K,High,462.5500,467.5500,141.3,141.3,Off
GMRS OR RPTR,IVARC,25K,High,462.6000,467.6000,141.3,141.3,Off
GMRS OR RPTR,KF600 Hogback Mtn.,25K,High,462.6000,467.6000,127.3,127.3,Off
GMRS OR RPTR,Keizer 575,25K,High,462.5750,467.5750,141.3,141.3,Off
GMRS OR RPTR,Klamath550,25K,High,462.5500,467.5500,67.0,67.0,Off
GMRS OR RPTR,LCARES,25K,High,462.6250,467.6250,123.0,123.0,Off
GMRS OR RPTR,La Pine,25K,High,462.7000,467.7000,123.0,88.5,Off
GMRS OR RPTR,Lyons 700,25K,High,462.7000,467.7000,141.3,141.3,Off
GMRS OR RPTR,M1,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,M1A1 crewman,25K,High,462.6750,467.6750,123.0,123.0,Off
GMRS OR RPTR,MLCN-8R,25K,High,462.7250,467.7250,Off,Off,Off
GMRS OR RPTR,Molalla650,25K,High,462.6500,467.6500,100.0,100.0,Off
GMRS OR RPTR,NV725 - OREGON GMRS,25K,High,462.7250,467.7250,141.3,141.3,Off
GMRS OR RPTR,Newberg 575,25K,High,462.5750,467.5750,225.7,225.7,Off
GMRS OR RPTR,Oregon City 575,25K,High,462.5750,467.5750,110.9,110.9,Off
GMRS OR RPTR,Overlook 625,25K,High,462.6250,467.6250,156.7,156.7,Off
GMRS OR RPTR,PHOENIX 700 - OREGON GMRS,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,Pioneer 675,25K,High,462.6750,467.6750,218.1,218.1,Off
GMRS OR RPTR,Portland 1,25K,High,462.7000,467.7000,110.9,110.9,Off
GMRS OR RPTR,Powell 675,25K,High,462.6750,467.6750,162.2,162.2,Off
GMRS OR RPTR,Powell 675,25K,High,462.6750,467.6750,162.2,162.2,Off
GMRS OR RPTR,RB575,25K,High,462.5750,467.5750,Off,Off,Off
GMRS OR RPTR,RBEMCOM,25K,High,462.5500,467.5500,151.4,151.4,Off
GMRS OR RPTR,Rogue 625,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,Rogue Link 700,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,SRCRT-1,25K,High,462.5500,467.5500,107.2,88.5,Off
GMRS OR RPTR,SW550,25K,High,462.5500,467.5500,127.3,127.3,Off
GMRS OR RPTR,Salem 675,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS OR RPTR,Sandy,25K,High,462.7250,467.7250,103.5,103.5,Off
GMRS OR RPTR,Sherwood700,25K,High,462.7000,467.7000,141.3,141.3,Off
GMRS OR RPTR,Shutters Landing,25K,High,462.7000,467.7000,141.3,141.3,Off
GMRS OR RPTR,Sisters 675,25K,High,462.6750,467.6750,136.5,136.5,Off
GMRS OR RPTR,Skyway-Rhododendron,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,SoapCreek550,25K,High,462.5500,467.5500,131.8,131.8,Off
GMRS OR RPTR,Stayton 575,25K,High,462.5750,467.5750,171.3,171.3,Off
GMRS OR RPTR,Sweet Home 725,25K,High,462.7250,467.7250,141.3,141.3,Off
GMRS OR RPTR,Tillamook,25K,High,462.7000,467.7000,100.0,88.5,Off
GMRS OR RPTR,Tualatin CERT - WRPP345,25K,High,462.5750,467.5750,123.0,123.0,Off
GMRS OR RPTR,WRPX794,25K,High,462.6250,467.6250,100.0,100.0,Off
GMRS OR RPTR,WS600 Oregon,25K,High,462.6000,467.6000,136.5,136.5,Off
GMRS OR RPTR,Welches,25K,High,462.6000,467.6000,Off,Off,Off
GMRS OR RPTR,Wilsonville 725,25K,High,462.7250,467.7250,110.9,110.9,Off
GMRS OR RPTR,P-Alfalfa 675,25K,High,462.6750,467.6750,Off,Off,Off
GMRS OR RPTR,P-Amateur Radio Relay Group,25K,High,462.5500,467.5500,100.0,100.0,Off
GMRS OR RPTR,P-Bend 650 North,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,P-Cabbage Hill,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-Canby Fire District,25K,High,462.6250,467.6250,162.2,162.2,Off
GMRS OR RPTR,P-Deschutes 550,25K,High,462.5500,467.5500,Off,Off,Off
GMRS OR RPTR,P-Deschutes 625,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-Grants Pass1,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,P-Herman Peak,25K,High,462.7250,467.7250,186.2,88.5,Off
GMRS OR RPTR,P-LV625 Grizzly Peak,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-Lone Pine,25K,High,462.6750,467.6750,136.5,136.5,Off
GMRS OR RPTR,P-Longhorn GMRS,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,P-Madras 575,25K,High,462.5750,467.5750,Off,Off,Off
GMRS OR RPTR,P-Milwaukie CERT,25K,High,462.7000,467.7000,167.9,167.9,Off
GMRS OR RPTR,P-NMSF 700,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,P-OAK725,25K,High,462.7250,467.7250,123.0,123.0,Off
GMRS OR RPTR,P-Prineville 600,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-RVM-READY,25K,High,462.5500,467.5500,Off,Off,Off
GMRS OR RPTR,P-Redmond 550,25K,High,462.5500,467.5500,Off,Off,Off
GMRS OR RPTR,P-Redmond 675,25K,High,462.6750,467.6750,141.3,141.3,Off
GMRS OR RPTR,P-Riverdale NET 625,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-Sellwood NET,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,P-Sisters East 700,25K,High,462.7000,467.7000,Off,Off,Off
GMRS OR RPTR,P-TFD600,25K,High,462.6000,467.6000,Off,Off,Off
GMRS OR RPTR,P-Takilma 625,25K,High,462.6250,467.6250,Off,Off,Off
GMRS OR RPTR,P-WESTON MT.,25K,High,462.6500,467.6500,Off,Off,Off
GMRS OR RPTR,P-WQZG336 ROSEBURG VHA,25K,High,462.6250,467.6250,Off,Off,Off
